pos	id	title	duration_s	words	sentences	wps	verdict	provenance
202	AUsENwVjiDQ	EEVblog 1596 - NEW Digilent Analog Discovery Pro ADP2230 TEARDOWN	1212	3361	337	10.0	good	youtube-asr
203	nEmO8DcOap4	EEVblog 1595 - 50 Year Chinese Nuclear Diamond Battery!	1051	3134	226	13.9	good	youtube-asr
204	fIEH4-P2nyQ	EEVblog 1594 - Inside a Quantum Computer! with Andrea Morello	5650	15431	1380	11.2	good	youtube-asr
205	cO45J-8qTZ4	EEVblog 1593 - 16kV ESD Tester REPAIR - Part 2	1636	4342	434	10.0	good	youtube-asr
206	AFz0qmkq4LM	EEVblog 1592 - Fluke 287 Multimeter Teardown	1022	3001	1	3001.0	needs-whisper	whisper-large-v3
207	bnQCKa6GNWo	EEVblog 1591 - MORE Colas Wattway Solar Cycleways in the Netherlands!	1343	4272	404	10.6	good	youtube-asr
208	-g-MD69V0CU	EEVblog 1590 - Cheap $33 Boombox Teardown	1191	3329	327	10.2	good	youtube-asr
209	KKMrT2HeRsQ	EEVblog 1589 - CCD Scanner Array	872	2442	208	11.7	good	youtube-asr
210	W_W_BDcebao	EEVblog 1588 - Virgin Hyperloop One Goes BUST!	1783	4815	539	8.9	good	youtube-asr
211	FknxWtZkuUE	EEVblog 1587 - Dumpster FAX Teardown	1185	3424	297	11.5	good	youtube-asr
212	AuFSMpFzAnw	eevBLAB 117 - The Youtube Bot Comment Problem	299	0	0	0	no-captions	whisper-large-v3
213	WIEb1Zd1NdI	EEVblog 1586 -  Stranger Things Decade Resistor Box + Repair	968	2856	238	12.0	good	youtube-asr
214	PhGPacEg3zw	EEVblog 1585 - SCAM! Portable Kinetic Molecular Heater BUSTED	1166	3307	361	9.2	good	youtube-asr
215	sisD61ohzK0	EEVblog 1584 - Wireless Freakin' EV Charging Roads! A $250M Boondoggle	1785	5250	364	14.4	good	youtube-asr
216	1YK_GlnUlI8	EEVblog 1583 - Advanced Oscilloscope Triggering: Glitch/Pulse/Runt/Interval	1339	4114	304	13.5	good	youtube-asr
217	HR6_Lp7fH_c	EEVblog 1582 - FNIRSI DPOX180H 180MHz DPO for $123?	1650	4489	511	8.8	good	youtube-asr
218	m_8jh_MpWBE	EEVblog 1581 - Tesla Roadster now OPEN SOURCE?	1032	2878	329	8.7	good	youtube-asr
219	eeNKvh2cFPQ	EEVblog 1580 - MacGruber Mailbag	2235	6363	616	10.3	good	youtube-asr
220	5M5MF6KE-jY	EEVblog 1579 - Nuclear Diamond Battery FRAUD Lawsuit by SEC!	1077	3111	230	13.5	good	youtube-asr
221	IWHS2FDyh7s	EEVblog 1578 - No one can be told what the Metrix is.	1794	4947	607	8.1	good	youtube-asr
222	CnJ7mQ_Fo-8	EEVblog 1577 - History of Television & Cathode Ray Tubes with Kathy Loves Physics	4693	12447	2	6223.5	needs-whisper	whisper-large-v3
223	kkFFt3vYg9U	EEVblog 1576 - Tektronix DMM916 Multimeter Teardown & (Easy) Repair	1116	2762	348	7.9	good	youtube-asr
224	o1nWAUZVTPw	EEVblog 1575 - TIPA: The World's Most Efficient Solar Panel - BUSTED	1778	4778	427	11.2	good	youtube-asr
225	ymJc5oxthlw	EEVblog 1574 - REVIEW: Is the $42 Fluke 101 Multimeter Any Good?	1605	4684	413	11.3	good	youtube-asr
226	G5aKdUed5so	eevBLAB 116 - The SEC Killed LBRY Inc. What happens to Odysee?	892	2674	216	12.4	good	youtube-asr
227	UgpHZisG1PQ	EEVblog 1573 - TEARDOWN: How a Rotary (Angle) Pulse Encoder Works	1019	2874	230	12.5	good	youtube-asr
228	-xtZvSG4N9I	EEVblog 1572 - Haefely 16kV ESD Tester TEARDOWN + Repair Part 1	1730	4709	1	4709.0	needs-whisper	whisper-large-v3
229	zTsGSEX5Klk	EEVblog 1571 - Nobel Prize Winning Mailbag. 121GW, Retro calcs, Assembly, and Discrete Logic	2878	7662	923	8.3	good	youtube-asr
230	CXUSO3hk-3o	EEVblog 1570 -  Tesla DIESEL Electric Train at Berlin Gigafactory ?	1349	3849	323	11.9	good	youtube-asr
231	qHFIaIUPE6I	EEVblog 1569 - A Very Ploopy Open Source Mailbag	1697	4954	1	4954.0	needs-whisper	whisper-large-v3
232	MT1QTPEZoHY	EEVblog 1568 - Tesla Megapack 2 Battery FIRE! at Bouldercombe QLD	1119	3467	6	577.8	needs-whisper	whisper-large-v3
233	Kw7qsVXI8KQ	EEVblog 1567 - Wireless ESD Monitor? - The IONA StatIQ Band TESTED	1309	3708	334	11.1	good	youtube-asr
234	S8jrpCoZyx8	EEVblog 1566 - Rigol DHO800 12 Bit Oscilloscope FULL REVIEW	3646	11123	828	13.4	good	youtube-asr
235	J3lknjoDTVw	EEVblog 1565 - UNSW Electronics Lab & Makerspace Tour	1302	3816	312	12.2	good	youtube-asr
236	CKdeqqo2diI	EEVblog 1564 - Agilent/Keysight U1273AX Multimeter Repair	2039	5817	574	10.1	good	youtube-asr
237	ZdbMuuu9trg	eevBLAB 115 -  New Youtube Ad Changes FORCED on YOU!	696	2169	2	1084.5	needs-whisper	whisper-large-v3
238	KQF4UzLPpr0	EEVblog 1563 - New $389 12bit Rigol DHO800 Scope TEARDOWN	1794	5387	468	11.5	good	youtube-asr
239	gT8gzX2CPQA	eevBLAB 114 - DHL Emergency Situation Surcharge is BS	592	1707	2	853.5	needs-whisper	whisper-large-v3
240	hULNdrsh6uw	EEVblog 1562 - THE 1980's Boombox TEARDOWN - Sharp GF-7600	1187	3424	1	3424.0	needs-whisper	whisper-large-v3
241	FKC6lnTKH-c	EEVblog 1561 - µSupply USB Power Supply - Part 21	2401	7410	560	13.2	good	youtube-asr
242	XKI4DOduWs4	EEVblog 1560 - TIP: Use Your Arb Gen as a High Resolution DC Voltage Source!	516	1586	114	13.9	good	youtube-asr
243	OeV7SZ6-QyQ	EEVblog 1559 - PCB Design: Trace Current Rating	1782	5887	417	14.1	good	youtube-asr
244	rEZQvSgdA2k	EEVblog 1558 - Mailbag	2817	8426	837	10.1	good	youtube-asr
245	qgZgSDqmVMg	EEVblog 1557 - Micsig SigOFIT Optical Fibre Probe + GaN Experiment	2292	6947	438	15.9	good	youtube-asr
246	305EVbcCub4	EEVblog 1556 - SolaRoad Solar Cycleway FAILS, AGAIN!	898	2456	234	10.5	good	youtube-asr
247	QHPFphlzwdQ	EEVblog 1555 - Korean LK-99 Ambient Temperature Superconductor Demo Video FAIL!	813	2352	2	1176.0	needs-whisper	whisper-large-v3
248	ycn1dqkpM1s	EEVblog 1554 - Optometrist AutoRefractor Keratometer TEARDOWN!	1194	3547	256	13.9	good	youtube-asr
249	qfVzDVEVMlc	EEVblog 1553 - World's First Commercial Solar Power Station	635	1880	119	15.8	good	youtube-asr
250	5SbNnaMM1tQ	EEVblog 1552 - Digilent Analog Discovery 3	2995	9344	30	311.5	needs-whisper	whisper-large-v3
251	2saqIZRODv0	EEVblog 1551 - DESTROYED Ukrainian Starlink PCB! - Mailbag	1152	3197	271	11.8	good	youtube-asr
252	fZ6JXMoievE	EEVblog 1550 - Keysight E36731A Battery Emulator Teardown	1730	5278	432	12.2	good	youtube-asr
253	6ILKO0uNGDw	EEVblog 1549 - Mailbag Teardown Art, USB Power, and Multimeter	1679	4822	3	1607.3	needs-whisper	whisper-large-v3
254	Uo_z5TKu_zo	EEVblog 1548 - Moon Landing Hoax BUSTED	662	1995	0	1995.0	needs-whisper	whisper-large-v3
255	lJ3q9RHIatU	EEVacademy | Digital Design Series Part 5 - Karnaugh Maps	1730	5276	0	5276.0	needs-whisper	whisper-large-v3
256	vfZz4EnhJBE	EEVblog 1547 (Part 3) - Tour of the NASA Canberra Deep Space Communications Complex	1644	4609	391	11.8	good	youtube-asr
257	vUvzgZt1Vug	EEVblog 1547 (Part 2) - PINGing the Voyager 2 Space Probe!	781	1909	173	11.0	good	youtube-asr
258	586Zn1ct-QA	EEVblog 1547 (Part 1) - Contacting the Voyager 2 Space Probe	1199	3249	241	13.5	good	youtube-asr
259	O3eGqjV9yG0	EEVblog 1546 - INSANE $30k 4K Panoramic DLP Projector TEARDOWN	2296	6385	639	10.0	good	youtube-asr
260	6-2ifl6AEvk	eevBLAB 113 - How the Paid Media Influence Industry Works	969	2971	1	2971.0	needs-whisper	whisper-large-v3
261	BTuXbY_nBOM	EEVblog 1545 - R&S MXO4 TEARDOWN. The World's Fastest Oscilloscope!	1609	4403	409	10.8	good	youtube-asr
262	atRvNG669Os	EEVblog 1544 - Platio Solar Pavement BUSTED!	1196	3431	17	201.8	needs-whisper	whisper-large-v3
263	d1D3d3YIc9A	Talking with Steve Sanghi. 31 years as CEO of Microchip	4008	10337	807	12.8	good	youtube-asr
264	Ia0C_X0ycFE	EEVblog 1543 - Mailbag FNIRSI HS-01 USB Portable Soldering Iron	589	1776	184	9.7	good	youtube-asr
265	rjh-xS5pjCw	EEVblog 1542 - A Decade of Dumpster Diving!	1791	4351	597	7.3	good	youtube-asr
266	T2aa3X8Y0xs	EEVblog1541 - What is this Blown SMD Component? Redux	941	2823	251	11.2	good	youtube-asr
267	qkaC3PTOcZY	eevBLAB 112 - Purchasing Email SCAM	384	1232	3	410.7	needs-whisper	whisper-large-v3
268	aUU-PGUnd0E	EEVblog 1540 - The $80 Zotek ZT-702S Osciloscope Multimeter REVIEW	1797	5220	518	10.1	good	youtube-asr
269	mN4obUsJXVY	EEVblog 1539 - NEW PROJECT Part 3 - STM32L vs PIC24F	1740	5177	375	13.8	good	youtube-asr
270	SaQw_OQ0_4g	EEVblog 1538 - NEW PROJECT Part 2 - Microcontroller Selection	1571	4425	414	10.7	good	youtube-asr
271	NhIVaNh8Qhg	EEVblog 1537 - NEW PROJECT Enclosure Search FAIL	1088	3302	312	10.6	good	youtube-asr
272	6oxiaeXYja8	EEVblog 1536 - How to find a $50 Oscilloscope on Ebay (Part 3)	1166	3605	348	10.4	good	youtube-asr
273	LeVZ5n3K2io	eevBLAB 111 - The TMA Banning x1/x10 Switchable Probes?	458	1256	115	10.9	good	youtube-asr
274	HJVy8LAI_Bc	EEVblog 1535 - DeepPCB AI AutoRouting FAIL!	1577	4799	367	13.1	good	youtube-asr
275	qegYDD1A8VA	eevBLAB 110 - Linus Tech Tips HACKED!	597	1908	0	1908.0	needs-whisper	whisper-large-v3
276	7vItnxhWRqw	EEVblog 1534 - Solar Freakin' RAILways! Sun-Ways DEBUNKED	1189	3554	311	11.4	good	youtube-asr
277	HaTSjKzqTpg	Keysight World Dumpster Scope Giveaway	221	728	0	728.0	needs-whisper	whisper-large-v3
278	GkyZGO4ZV08	eevBLAB 109 - Ebay Test Equipment SCAM	916	2885	233	12.4	good	youtube-asr
279	g_VH8jd39Nc	EEVblog 1533 - How To Estimate Product Battery Life	1198	3741	17	220.1	needs-whisper	whisper-large-v3
280	v74EEn2AjGw	eevBLAB 108 - Will AI Quality Eventually Destroy Itself?	650	2065	118	17.5	good	youtube-asr
281	2rSQnRV5ztI	EEVblog 1532 - Another $2.8M WiGL Wireless Power Grift BUSTED (Part 3)	1191	3331	315	10.6	good	youtube-asr
282	g5_Ts9SWbYs	EEVblog 1531 - Can ChatGPT generate all the code for my Macgyver Project? (Part 3)	2371	7235	667	10.8	good	youtube-asr
283	lUAevbBh0rQ	EEVblog 1530 - Siglent SDS2000X HD 12 Bit Oscilloscope TEARDOWN	1793	5375	5	1075.0	needs-whisper	whisper-large-v3
284	txPxo4TA0i4	EEVblog 1529 - R&S MXO4 12bit Oscilloscope Unboxing and Experiments	3547	10839	30	361.3	needs-whisper	whisper-large-v3
285	671sxivgq6A	EEVblog 1528 - I found a bin FULL of Dumpster Bio Lab Devices!	895	2406	316	7.6	good	youtube-asr
286	Ejk79MNe6rg	EEVblog 1527 - Toshiba T1000LE DOS Vintage Laptop Repair HELL	2846	8083	789	10.2	good	youtube-asr
287	4cp28hIMP94	EEVblog 1526 - I put 283 Double Adapters in Series with a 2kW Load!	874	2276	250	9.1	good	youtube-asr
288	JlY37DWLtrw	EEVblog 1525 - Commisioned Mailbag	2653	7822	13	601.7	needs-whisper	whisper-large-v3
289	L9Wrv7nW-S8	EEVblog 1524 - The 10 CENT RISC V Processor! CH32V003	1195	3773	331	11.4	good	youtube-asr
290	nVtefye9Yz4	eevBLAB 107 - WARNING: Youtube Telegram Comment SCAM	774	2501	4	625.2	needs-whisper	whisper-large-v3
291	531R4DE275U	EEVblog 1523 - Dumpster Samsung Cleaning Robot TEARDOWN	1196	3277	326	10.1	good	youtube-asr
292	BpfmvU8mWsU	EEVblog 1522 - BM786 Multimeter Repair PART 2	1433	4145	418	9.9	good	youtube-asr
293	cHyyXSEXfus	eevBLAB 106 - ChatGPT & AI Has Changed EVERYTHING	1464	4478	353	12.7	good	youtube-asr
294	vDe_BHvRpks	EEVblog 1521 - Common Mode Rejection Ratio (CMRR) Explained & Measured	1196	3658	292	12.5	good	youtube-asr
295	uiDR3VS8EV0	EEVblog 1520 - Troubleshooting a Faulty BM786 Multimeter	2380	7444	774	9.6	good	youtube-asr
296	uwQQVnTYt7k	eevBLAB 105 - Does the Youtube Bell Notification MATTER?	820	2557	9	284.1	needs-whisper	whisper-large-v3
297	IeIk-4ItQ70	EEVblog 1519 - FREE Your Sonos Speaker! (HACK)	1187	3515	349	10.1	good	youtube-asr
298	_H4IP_iEzWw	EEVblog 1518 - Hoymiles Solar Microinverter TEARDOWN	1580	4671	393	11.9	good	youtube-asr
299	DO9uccP49_g	EEVblog 1517 - Heat Pump Hot Water Install & Analysis	2400	7472	505	14.8	good	youtube-asr
300	RRTrIvA92pw	eevBLAB 104 - Established Titles Youtube SCAM!	819	2544	180	14.1	good	youtube-asr
301	yIG1PmRTAdg	EEVblog 1516 - Mailbag Bonanza!	3986	11941	1187	10.1	good	youtube-asr
302	ZIutKWyElTc	EEVblog 1515 - Dumpster Tektronix TDS540D 500MHz Oscilloscope LCD Upgrade	1694	5220	525	9.9	good	youtube-asr
303	lLyjvXAJcLM	EEVblog 1514 - Sonos: The Juicero of Wifi Speakers? (TEARDOWN)	1181	3432	307	11.2	good	youtube-asr
304	jT-18dt7A4w	EEVblog 1513 - Dumpster Tossers Have No Shame!	1138	3612	324	11.1	good	youtube-asr
305	PgHQ7ES1uDk	EEVblog 1512 - Why Bypass Your PCB Like THIS?	1142	3731	241	15.5	good	youtube-asr
306	ECvJu_BKwtQ	EEVblog 1511 - Solar Analytics System FAIL! (+ Dave gets ZAPPED!)	1197	3519	383	9.2	good	youtube-asr
307	qEpkVa_ysaw	EEVblog 1510 - $699 Rigol 12bit HDO1000 Teardown - WOAH!	1000	2955	225	13.1	good	youtube-asr
308	ln_XJDPKJlc	eevBLAB 103 - Is an $800 Oscilloscope OVERKILL?	1049	3300	218	15.1	good	youtube-asr
309	I5ge4STdbkE	EEVblog 1509 - The Art of High Security Safe Locks (TEARDOWNS)	1195	3762	301	12.5	good	youtube-asr
310	BScnU4BT4xk	EEVblog 1508 - We FINALLY Got Alkaline Battery LEAKAGE!	952	2810	161	17.5	good	youtube-asr
311	SrZgN_EuRGw	EEVblog 1507 - Mida: A surprisingly good cheap portable Electric Car EVSE Charger	1169	3705	274	13.5	good	youtube-asr
312	4EcQYK_no5M	EEVblog 1506 - History of Electricity with Kathy Loves Physics	6143	15683	3	5227.7	needs-whisper	whisper-large-v3
313	zEzjVUzNAFA	EEVblog 1505 - 120W Home Phantom Power? Audit Time!	1464	4578	418	11.0	good	youtube-asr
314	YIbQ3nudCA0	EEVblog 1504 - The COOL thing you MISSED at Tesla AI Day 2022	1021	3210	3	1070.0	needs-whisper	whisper-large-v3
315	W1Jl0rMRGSg	EEVblog 1503 - Rigol HDO4000 12bit Oscilloscope TEARDOWN	1798	5500	466	11.8	good	youtube-asr
316	YFKu_emNzpk	EEVblog 1502 - Is Home Battery Storage Financially Viable?	1199	3898	9	433.1	needs-whisper	whisper-large-v3
317	gremHHvqYTE	EEVblog 1501 - Rigol HDO4000 Low Noise 12bit Oscilloscope Unboxing & First Impression	1794	5276	470	11.2	good	youtube-asr
318	WHO8NBfpaO0	eevBLAB 102 - Last Mile Autonomous Robot Deliveries WILL FAIL	742	2461	178	13.8	good	youtube-asr
319	W1Q8CxL95_Y	EEVblog 1500 - Automatic Transfer Switch REVERSE ENGINEERED	1770	5554	408	13.6	good	youtube-asr
320	lagxSrPeoYg	EEVblog 1499 - EcoFlow Delta Pro 3.6kWh Portable Battery TEARDOWN!	2334	7239	629	11.5	good	youtube-asr
321	qTctWW9_FmE	EEVblog 1498 - TransPod Fluxjet Hyperloop $550M Boondoggle!	2399	7382	834	8.9	good	youtube-asr
322	3t9G80wk0pk	eevBLAB 101 - Why Are Tektronix Oscilloscopes So Expensive?	1423	4428	243	18.2	good	youtube-asr
323	7dze5CnZnmk	EEVblog 1497 - RIP Fluke. Thanks Energizer. NOT.	1168	3015	382	7.9	good	youtube-asr
324	6XnrZpPYgBg	EEVblog 1496 - Winning Mailbag	3139	9213	942	9.8	good	youtube-asr
325	Psp3ltpFvws	eevBLAB 100 - Reuters Attacks Odysee - LOL	855	2658	0	2658.0	needs-whisper	whisper-large-v3
326	taVYTYz5vLE	EEVblog 1495 - Quaze Wireless Power (AGAIN!) but for GAMING!	2592	7600	698	10.9	good	youtube-asr
327	Y6cZrieFw-k	EEVblog 1494 - FIVE Ways to Open a CHEAP SAFE!	1194	3716	250	14.9	good	youtube-asr
328	Kr2XyhpUdUI	EEVblog 1493 - MacGyver Project - Part 2	1785	5029	635	7.9	good	youtube-asr
329	rxGafdgkal8	EEVblog 1492 - $5 Oscilloscope Repaired! + Oz GIVEAWAY	1163	3372	362	9.3	good	youtube-asr
330	4yosozyeIP4	EEVblog 1491 - The MacGyver Project - Part 1	1706	5405	368	14.7	good	youtube-asr
331	06JtC2DC_dQ	EEVblog 1490 - Insane Jaycar Dumpster Sale! 2022	1700	4346	527	8.2	good	youtube-asr
332	piquT76w9TI	EEVblog 1489 - Mystery Teardown!	1466	4068	321	12.7	good	youtube-asr
333	pKuUKT-zU-g	EEVblog 1488 - Tilt Five Augmented Reality AR Glasses - First Reaction!	2152	6801	1	6801.0	needs-whisper	whisper-large-v3
334	_R4wQQNSO6k	EEVblog 1487 - Do Solar Micro Inverters Take Power at Night?	2399	7283	517	14.1	good	youtube-asr
335	ikp5BorIo_M	EEVblog 1486 - What you DIDN'T KNOW About Film Capacitor FAILURES!	1792	5204	506	10.3	good	youtube-asr
336	7O-QckjCXNo	eevBLAB 99 - AI SPAM BOT Youtube Space/Science/Tech Channels? - WTF	592	1680	5	336.0	needs-whisper	whisper-large-v3
337	VutdTxF4E-0	RIP The Old Garage Lab	115	304	0	304.0	needs-whisper	whisper-large-v3
338	o7xfGuRaq94	EEVblog 1485 - PedalCell CadenceX Bike Generator LOL FAIL!	1026	2769	230	12.0	good	youtube-asr
339	3WSIfHOv3fc	EEVblog 1484 - Kaba Mas X-09 High Security Electronic Lock Teardown	1106	3407	198	17.2	good	youtube-asr
340	8yXZJZCKImI	EEVblog 1483 - Holy Mailbag Bomb Batman!	3373	0	0	0	no-captions	whisper-large-v3
341	vJ4pW6LKJWU	EEVblog 1482 - Mains Capacitor Zener Regulator Circuit	1132	3393	201	16.9	good	youtube-asr
342	myqiqUE00fo	EEVblog 1481 - Dodgy Dangerous Heater REPAIR	1622	4766	456	10.5	good	youtube-asr
343	xIokNnjuam8	EEVblog 1480 - Lightyear Zero Solar Powered Electric Car	1196	3603	259	13.9	good	youtube-asr
344	S3R4r2xvVYQ	EEVblog 1479 - Is Your Calculator WRONG?	1066	2846	183	15.6	good	youtube-asr
345	RlwcdUnRw6w	EEVblog 1478 - Waveform Update Rate Shootout - Tek 2 Series vs Others	1348	4081	353	11.6	good	youtube-asr
346	R2fw2g6WFbg	EEVblog 1477 - TEARDOWN! - NEW Tektronix 2 Series Oscilloscope	2718	8483	683	12.4	good	youtube-asr
347	JDXKrXJloSw	EEVblog 1476 - Keithley 515A Wheatstone Bridge TEARDOWN & TUTORIAL	1721	5019	377	13.3	good	youtube-asr
348	H8ot_YPi6QU	eevBLAB 98 - The Pressure Youtubers Are Under	431	1382	1	1382.0	needs-whisper	whisper-large-v3
349	i1Ad5jfk_v4	EEVblog 1475 - What's This SMD Part?	1785	5298	448	11.8	good	youtube-asr
350	GHbo4v8pahc	eevBLAB 97 - Is Apple Serious About Right To Repair? (The Verge)	1186	3869	2	1934.5	needs-whisper	whisper-large-v3
351	Uds-wLoaZmA	EEVblog 1474 - Can You Measure Capacitors IN Circuit?	1407	4270	349	12.2	good	youtube-asr
352	D9J-AmCcf4U	EEVblog 1473 - How Your LCR Meter Works	1183	3542	199	17.8	good	youtube-asr
353	Eoh-JKVQZwg	EEVblog 1472 - Resistor Cube Problem SOLVED	1196	3605	323	11.2	good	youtube-asr
354	U81glZBDpIg	EEVblog 1471 - Mailbag	2252	6174	736	8.4	good	youtube-asr
355	gLfxznVJ2q0	Petition - Australian Standards Should be FREE	585	1798	1	1798.0	needs-whisper	whisper-large-v3
356	GfihUkWPCQQ	EEVblog 1470 - AC Basics Tutorial Part 3 - Complex Numbers are EASY!	1468	4080	268	15.2	good	youtube-asr
357	yEG6pKUdIlg	EEVblog 1469 - AC Basics Tutorial Part 2 - Phasors	1147	3226	198	16.3	good	youtube-asr
358	wPzzPGzxD00	EEVblog 1468 - Electronex Show Tour 2022	2850	7591	5	1518.2	needs-whisper	whisper-large-v3
359	Tdge8vEODeY	EEVblog 1467 - Stanford Solar Power at Nightime!  BUSTED	836	2472	211	11.7	good	youtube-asr
360	ebQ2Im5zfT0	EEVblog 1466 - Dumpster Dive Xeon Server	1138	3006	2	1503.0	needs-whisper	whisper-large-v3
361	UrS5ezesA9s	EEVblog 1465 - Your Multimeter Can Measure Inductors	596	1672	154	10.9	good	youtube-asr
362	c5M8P6oe9xY	EEVblog 1464 - TOP 5 Jellybean Comparators	2399	7408	541	13.7	good	youtube-asr
363	9TDKP9RLlPs	EEVblog 1463 - Mailbag	2664	7800	833	9.4	good	youtube-asr
364	hwggIw2HQuQ	eevBLAB 96 - BUSTED! - Dymo Gets WORSE!	347	938	77	12.2	good	youtube-asr
365	xzSDJRC0F6c	EEVblog 1462 - Why Dymo Label Printers SUCK!	1353	4059	338	12.0	good	youtube-asr
366	9wuyPZjjR9k	EEVblog 1461 - The MOSFET Search CHALLENGE	3505	10206	896	11.4	good	youtube-asr
367	vyJuMGEFbjQ	EEVblog1460 - REPAIRING a LED Studio Light with a DUMPSTER LAPTOP!	1798	5253	515	10.2	good	youtube-asr
368	_pETMto-9iE	EEVblog 1459 - Is it worth PARTS SALVAGING an Inkjet Printer/Scanner?	1588	4671	415	11.3	good	youtube-asr
369	MvFf9RSJUhk	EEVblog 1458 - Microscope Polarising MAGIC!	942	2753	213	12.9	good	youtube-asr
370	E6obq3T71vI	EEVblog1457 - Old School Mailbag - ESC Burnout	1552	4654	2	2327.0	needs-whisper	whisper-large-v3
371	ZTwVQmUm6NY	eevBLAB 95 - Why Are Youtube Playlists So BAD?	865	2589	204	12.7	good	youtube-asr
372	prQinQ4MWmU	EEVblog 1456 - Sega Toys Homestar Planetarium REPAIR	899	2400	259	9.3	good	youtube-asr
373	yMIzsFAztv4	EEVblog 1455 - Capacitors Produce Current During Reflow Soldering! WTF!	894	2589	252	10.3	good	youtube-asr
374	QtqljdMwRyk	EEVblog 1454 - Water from Air AGAIN! - The Kara Pure	1198	3546	292	12.1	good	youtube-asr
375	kcWwAweWjQg	EEVblog 1453 - Elgato Key Light TEARDOWN	1048	3150	0	3150.0	needs-whisper	whisper-large-v3
376	3qhg2NdY5Cg	EEVblog 1452 - Fluke PM3370B Combiscope REPAIR	1714	5004	365	13.7	good	youtube-asr
377	PFC0WxTuNzU	Youtube Silver DISLIKE Button Award !	386	1069	132	8.1	good	youtube-asr
378	zflNZUJfiFo	EEVblog 1451 - How I Shoot EEVblog Videos	1896	5922	353	16.8	good	youtube-asr
379	lIohAMnsDcs	eevBLAB 94 - Why Dont Companies DO THIS Anymore?	736	2339	169	13.8	good	youtube-asr
380	CLBEe_p-xhM	EEVblog 1450- $99 Fluke Combiscope Ebay SCORE!	1175	3326	366	9.1	good	youtube-asr
381	WPyEFB4cHkA	EEVblog 1449 - What Causes Excess Battery Drain? (BM235)	1194	3611	251	14.4	good	youtube-asr
382	X_1M3xgl4zo	EEVblog 1448 - Convert a Fluke 77 IV to True RMS for 10 CENTS!*	1406	4124	350	11.8	good	youtube-asr
383	3Hlmq57FQQk	EEVblog 1447 - EXPENSIVE Fluke vs CHEAPER Brymen - Teardown	1775	5319	332	16.0	good	youtube-asr
384	7Gd4iprcNPU	eevBLAB 92 - The Wealth Equation	1799	5908	345	17.1	good	youtube-asr
385	P_3DXcB9-xE	EEVblog 1446 - Analog Watt Hour Meters are AMAZING!	1799	5276	337	15.7	good	youtube-asr
386	kWSCVq7FgAE	EEVblog 1445 - How to Simulate an Oscilloscope Probe in LTSPICE	1177	3491	249	14.0	good	youtube-asr
387	ay9wFQAW19Y	eevBLAB 91 - Why Are Fluke Meters So EXPENSIVE?	1068	3142	187	16.8	good	youtube-asr
388	LZdK1JP2UX8	EEVblog 1444 - XMAS Mailbag!	4021	10183	2	5091.5	needs-whisper	whisper-large-v3
389	uus_cpZiqsU	EEVblog 1443 - They Don't Teach This in School! (Coherence)	1798	5241	353	14.8	good	youtube-asr
390	1Y2L6QLOi-c	EEVblog 1442 - DON'T DO THIS! (PCB Vibration Testing)	1438	4039	334	12.1	good	youtube-asr
391	530G7ngo6_Y	EEVblog 1441 - Electric Buses are NOT a SCAM (Adam Something)	1797	5723	10	572.3	needs-whisper	whisper-large-v3
392	ILM9phz2_cQ	EEVblog 1440 - Pentax Film Camera TEARDOWN	1739	4950	490	10.1	good	youtube-asr
393	paIkiPEHQlk	eevBLAB 90 - How to get Kids into STEM at School?	300	977	0	977.0	needs-whisper	whisper-large-v3
394	VQsoG45Y_00	EEVblog 1439 - Analysing Veritasium's Electricity Misconceptions Video	2734	7847	491	16.0	good	youtube-asr
395	YHRxvUqy3Uw	EEVblog 1438 - The TOP 5 Jellybean Regulators & References	2678	7931	572	13.9	good	youtube-asr
396	DwuZJHk5JV8	EEVblog 1437 - Zappi 7kW Electric Car Charger TEARDOWN + EXPERIMENT	1740	5385	418	12.9	good	youtube-asr
397	JvOnvDJbKsc	eevBLAB 89 - Youtube is DEAD - Dislike Count REMOVED!	2120	6570	7	938.6	needs-whisper	whisper-large-v3
398	uq1DMWtjL2U	EEVBlog 1436 - The TOP 5 Jellybean OPAMP's	1634	4950	335	14.8	good	youtube-asr
399	SqEF7BjOvmw	EEVblog 1435 - The World's Most EXPENSIVE Catalog IC ?	1574	4316	464	9.3	good	youtube-asr
400	7JAuXQWvGlg	EEVblog 1434 - Cadex C7000 Battery Analyser Teardown	1589	4652	4	1163.0	needs-whisper	whisper-large-v3
401	sBoBhGrOZ_E	EEVblog 1433 - More Adventures in Sony RX100 Repair (Part 3)	4217	11017	22	500.8	needs-whisper	whisper-large-v3
402	svNDD4XRJF4	EEVBlog 1432 - Owning an ELECTRIC CAR for 12 Months & 17,000km	1010	3101	0	3101.0	needs-whisper	whisper-large-v3
403	pH-FySpUk84	EEVblog 1431 - Keysight EDU33212A Function Generator Teardown	1018	2854	270	10.6	good	youtube-asr
404	84-Mh7LFpso	EEVblog 1430 - Rent vs Buy - My $400,000 MISTAKE!	1797	5798	2	2899.0	needs-whisper	whisper-large-v3
