pos	id	title	duration_s	words	sentences	wps	backchannel_per_1k	speakers	verdict	provenance
1173	5v8qX9PrjnA	Brymen BM257 vs BM235 Multimeter IR Serial Protocol	376	995	78	12.8	8.0	solo	good	youtube-asr
1174	HiqtXdK1Dtk	EEVblog #879 - R&S HMO1202 Hacking Extended Version	3078	9008	2	4504.0	0.0	solo	needs-whisper	whisper-large-v3
1175	74O5TmiG3MU	Extended Cut: EEVblog #874 - Ted Wale	2230	4798	3	1599.3	0.0	solo	needs-whisper	whisper-large-v3
1176	H9erf8rt54s	Sagan Mine Cart Chase - Temple Of Doom	30	0	0	0	0.0	unknown	no-captions	whisper-large-v3
1177	CAYWbU0Nyc8	Leura Toy & Train Museum Tour	721	1369	0	1369.0	0.0	solo	needs-whisper	whisper-large-v3
1178	X7Izrez83D4	105yo Ted Wale lays the smackdown on Malcolm Turnbull & Tony Abbott!	90	162	0	162.0	0.0	solo	needs-whisper	whisper-large-v3
1179	DYucemd-IRA	World's Steepest Incline Railway!	162	186	0	186.0	0.0	solo	needs-whisper	whisper-large-v3
1180	_iQvDK_NztQ	The Time Machine - Buy More Time!	31	28	0	28.0	0.0	solo	needs-whisper	whisper-large-v3
1181	H7VmIn_-xWY	Leura O Gauge Outdoor Train Layout	185	388	0	388.0	0.0	solo	needs-whisper	whisper-large-v3
1182	LpBWn9POd8o	Star Wars: Rogue One Trailer Reaction	308	762	0	762.0	0.0	solo	needs-whisper	whisper-large-v3
1183	kkM6Yeh-EUE	North Rocks Dam Shooting Location	205	516	0	516.0	0.0	solo	needs-whisper	whisper-large-v3
1184	i6TAiSnqfCU	Makerbot Replicator Rabbit Time Lapse Build	73	0	0	0	0.0	unknown	no-captions	whisper-large-v3
1185	qdgXvFbgjQU	EEVblog2 #858 - Red Pitaya Extended Cut	3277	9198	935	9.8	8.6	solo	good	youtube-asr
1186	hz5F1cpZCG4	EEVblog #852 Extras	177	339	0	339.0	0.0	solo	needs-whisper	whisper-large-v3
1187	AzIuayXzCvs	Brymen / EEVblog BM235 Multimeter Unboxing	855	2621	250	10.5	7.2	solo	good	youtube-asr
1188	mq81AYmc-bw	Water Slide Engineering	50	73	0	73.0	0.0	solo	needs-whisper	whisper-large-v3
1189	cQxgoQp5xhQ	Why work when you can do this?	92	135	0	135.0	0.0	solo	needs-whisper	whisper-large-v3
1190	soux1RK4XiU	Camera Oops	13	9	1	9.0	0.0	solo	good	youtube-asr
1191	T44FRUqhvMM	Lego Train Build	1174	2734	0	2734.0	0.0	solo	needs-whisper	whisper-large-v3
1192	4rBKP6gr5vE	That Moment...	20	33	0	33.0	0.0	solo	needs-whisper	whisper-large-v3
